essay_id,split
AAAOPP13416000016302,train
AAAOPP13416000112122,train
AAAOPP13416000004126,train
AAAOPP13416000107972,train
AAAOPP13416000007957,validation
AAAOPP13416000014645,validation
AAAOPP13416000100515,validation
AAAOPP13416000026464,train
AAAOPP13416000040120,train
AAAOPP13416000022662,train
AAAOPP13416000099849,validation
AAAOPP13416000037535,train
AAAOPP13416000023727,train
AAAOPP13416000004327,train
AAAOPP13416000012317,train
AAAOPP13416000010877,train
AAAOPP13416000005184,train
AAAOPP13416000027838,train
AAAOPP13416000136667,validation
AAAOPP13416000232673,train
AAAOPP13416000134428,train
AAAOPP13416000038686,train
AAAOPP13416000011063,validation
AAAOPP13416000014259,validation
AAAOPP13416000104951,validation
AAAOPP13416000134632,train
AAAOPP13416000024394,validation
AAAOPP13416000003366,train
AAAOPP13416000124845,train
AAAOPP13416000101007,validation
AAAOPP13416000011877,validation
AAAOPP13416000022614,train
AAAOPP13416000116235,train
AAAOPP13416000101087,train
AAAOPP13416000022442,train
AAAOPP13416000108260,train
AAAOPP13416000052123,train
AAAOPP13416000016164,train
AAAOPP13416000147313,train
AAAOPP13416000037968,train
AAAOPP13416000021854,train
AAAOPP13416000040074,train
AAAOPP13416000100529,train
AAAOPP13416000175647,validation
AAAOPP13416000039691,train
AAAOPP13416000000340,validation
AAAOPP13416000136563,train
AAAOPP13416000116267,validation
AAAOPP13416000022868,train
AAAOPP13416000012505,train
AAAOPP13416000014869,validation
AAAOPP13416000115100,train
AAAOPP13416000133187,train
AAAOPP13416000033088,validation
AAAOPP13416000048297,train
AAAOPP13416000003751,train
AAAOPP13416000238279,train
AAAOPP13416000030553,train
AAAOPP13416000020767,validation
AAAOPP13416000122883,train
AAAOPP13416000024825,validation
AAAOPP13416000100829,train
AAAOPP13416000000094,train
AAAOPP13416000136749,train
AAAOPP13416000007571,validation
AAAOPP13416000105772,validation
AAAOPP13416000038801,train
AAAOPP13416000030796,train
AAAOPP13416000115116,train
AAAOPP13416000101826,train
AAAOPP13416000037967,train
AAAOPP13416000016616,validation
AAAOPP13416000000858,train
AAAOPP13416000040863,train
AAAOPP13416000108865,train
AAAOPP13416000008439,train
AAAOPP13416000051340,train
AAAOPP13416000144607,train
AAAOPP13416000104973,train
AAAOPP13416000161475,train
AAAOPP13416000123986,train
AAAOPP13416000011515,train
AAAOPP13416000045082,validation
AAAOPP13416000036559,train
AAAOPP13416000051166,validation
AAAOPP13416000022809,validation
AAAOPP13416000039760,train
AAAOPP13416000016141,validation
AAAOPP13416000023077,train
AAAOPP13416000109691,train
AAAOPP13416000199150,validation
AAAOPP13416000026658,train
AAAOPP13416000001980,train
AAAOPP13416000140583,train
AAAOPP13416000006369,validation
AAAOPP13416000002480,train
AAAOPP13416000051304,train
AAAOPP13416000022768,train
AAAOPP13416000049897,train
AAAOPP13416000040865,train
AAAOPP13416000001186,validation
AAAOPP13416000030000,train
AAAOPP13416000051911,validation
AAAOPP13416000008296,train
AAAOPP13416000038875,train
AAAOPP13416000103226,validation
AAAOPP13416000040983,train
AAAOPP13416000048558,train
AAAOPP13416000016438,train
AAAOPP13416000139070,train
AAAOPP13416000004741,train
AAAOPP13416000113094,validation
AAAOPP13416000045511,train
AAAOPP13416000012320,train
AAAOPP13416000198747,train
AAAOPP13416000102187,train
AAAOPP13416000110830,validation
AAAOPP13416000039420,train
AAAOPP13416000037758,train
AAAOPP13416000100777,train
AAAOPP13416000030145,train
AAAOPP13416000124012,validation
AAAOPP13416000144633,validation
AAAOPP13416000133672,train
AAAOPP13416000010481,validation
AAAOPP13416000010998,validation
AAAOPP13416000037911,train
AAAOPP13416000038007,train
AAAOPP13416000120052,validation
AAAOPP13416000004319,validation
AAAOPP13416000107649,train
AAAOPP13416000109764,validation
AAAOPP13416000104206,train
AAAOPP13416000007378,train
AAAOPP13416000036349,train
AAAOPP13416000017270,train
AAAOPP13416000037833,train
AAAOPP13416000142390,train
AAAOPP13416000108555,train
AAAOPP13416000046296,validation
AAAOPP13416000002239,train
AAAOPP13416000134340,validation
AAAOPP13416000002779,train
AAAOPP13416000034743,train
AAAOPP13416000197973,train
AAAOPP13416000039096,train
AAAOPP13416000009324,train
AAAOPP13416000001687,train
AAAOPP13416000005200,train
AAAOPP13416000112884,validation
AAAOPP13416000107870,validation
AAAOPP13416000009442,train
AAAOPP13416000136787,train
AAAOPP13416000002409,train
AAAOPP13416000100670,train
AAAOPP13416000002379,train
AAAOPP13416000011077,train
AAAOPP13416000037294,train
AAAOPP13416000007723,train
AAAOPP13416000025645,train
AAAOPP13416000138261,validation
AAAOPP13416000001924,train
AAAOPP13416000137055,validation
AAAOPP13416000046232,train
AAAOPP13416000044482,train
AAAOPP13416000000766,train
AAAOPP13416000178928,train
AAAOPP13416000123154,validation
AAAOPP13416000052291,train
AAAOPP13416000019051,train
AAAOPP13416000181806,train
AAAOPP13416000100543,train
AAAOPP13416000039282,train
AAAOPP13416000036298,train
AAAOPP13416000009066,train
AAAOPP13416000046290,validation
AAAOPP13416000025312,train
AAAOPP13416000039386,validation
AAAOPP13416000048408,validation
AAAOPP13416000111533,train
AAAOPP13416000199069,train
AAAOPP13416000022754,train
AAAOPP13416000006493,train
AAAOPP13416000010458,train
AAAOPP13416000030545,train
AAAOPP13416000138770,train
AAAOPP13416000000750,train
AAAOPP13416000137176,train
AAAOPP13416000115094,train
AAAOPP13416000102118,train
AAAOPP13416000004533,train
AAAOPP13416000238378,train
AAAOPP13416000019762,train
AAAOPP13416000238371,train
AAAOPP13416000003279,train
AAAOPP13416000039696,train
AAAOPP13416000198824,train
AAAOPP13416000037547,validation
AAAOPP13416000112056,train
AAAOPP13416000008790,train
AAAOPP13416000179050,train
AAAOPP13416000123306,train
AAAOPP13416000112665,train
AAAOPP13416000048287,train
AAAOPP13416000107737,train
AAAOPP13416000026626,train
AAAOPP13416000039130,train
AAAOPP13416000103364,validation
AAAOPP13416000112516,train
AAAOPP13416000006621,train
AAAOPP13416000033695,train
AAAOPP13416000105841,train
AAAOPP13416000007486,train
AAAOPP13416000103773,train
AAAOPP13416000108025,validation
AAAOPP13416000009335,train
AAAOPP13416000099728,validation
AAAOPP13416000023811,train
AAAOPP13416000016181,train
AAAOPP13416000106143,train
AAAOPP13416000100576,validation
AAAOPP13416000043855,train
AAAOPP13416000139401,validation
AAAOPP13416000179412,train
AAAOPP13416000143977,train
AAAOPP13416000116265,train
AAAOPP13416000161466,train
AAAOPP13416000107997,train
AAAOPP13416000010706,train
AAAOPP13416000039143,validation
AAAOPP13416000002287,train
AAAOPP13416000113776,train
AAAOPP13416000012265,train
AAAOPP13416000039366,train
AAAOPP13416000136558,train
AAAOPP13416000003764,validation
AAAOPP13416000040998,train
AAAOPP13416000115990,train
AAAOPP13416000022602,validation
AAAOPP13416000004692,train
AAAOPP13416000007312,train
AAAOPP13416000027821,train
AAAOPP13416000102629,train
AAAOPP13416000037630,train
AAAOPP13416000022933,train
AAAOPP13416000039641,train
AAAOPP13416000037357,validation
AAAOPP13416000038235,validation
AAAOPP13416000003077,train
AAAOPP13416000000815,train
AAAOPP13416000043627,train
AAAOPP13416000148112,validation
AAAOPP13416000111826,train
AAAOPP13416000148172,train
AAAOPP13416000107304,train
AAAOPP13416000112328,validation
AAAOPP13416000004214,train
AAAOPP13416000108399,train
AAAOPP13416000107671,train
AAAOPP13416000140463,train
AAAOPP13416000036229,train
AAAOPP13416000023767,train
AAAOPP13416000112313,validation
AAAOPP13416000004203,train
AAAOPP13416000140300,train
AAAOPP13416000019097,train
AAAOPP13416000039878,train
AAAOPP13416000044807,train
AAAOPP13416000044513,train
AAAOPP13416000142422,train
AAAOPP13416000038206,train
AAAOPP13416000008017,train
AAAOPP13416000147988,train
AAAOPP13416000137363,validation
AAAOPP13416000020895,validation
AAAOPP13416000000440,validation
AAAOPP13416000179325,train
AAAOPP13416000009374,validation
AAAOPP13416000147932,train
AAAOPP13416000012117,train
AAAOPP13416000027160,validation
AAAOPP13416000208792,train
AAAOPP13416000193099,train
AAAOPP13416000009127,validation
AAAOPP13416000041934,validation
AAAOPP13416000000281,train
AAAOPP13416000002001,validation
AAAOPP13416000179058,train
AAAOPP13416000051511,train
AAAOPP13416000047100,train
AAAOPP13416000040181,validation
AAAOPP13416000003091,train
AAAOPP13416000039352,train
AAAOPP13416000137293,train
AAAOPP13416000014312,validation
AAAOPP13416000038089,train
AAAOPP13416000021693,train
AAAOPP13416000015174,train
AAAOPP13416000140623,train
AAAOPP13416000052008,train
AAAOPP13416000024066,train
AAAOPP13416000112733,train
AAAOPP13416000024337,train
AAAOPP13416000052340,validation
AAAOPP13416000104912,train
AAAOPP13416000006322,train
AAAOPP13416000040097,validation
AAAOPP13416000175687,train
AAAOPP13416000101586,train
AAAOPP13416000009093,train
AAAOPP13416000018422,train
AAAOPP13416000008277,train
AAAOPP13416000044044,train
AAAOPP13416000002960,validation
AAAOPP13416000037873,train
AAAOPP13416000147187,train
AAAOPP13416000003212,train
AAAOPP13416000030460,validation
AAAOPP13416000110481,validation
AAAOPP13416000001162,train
AAAOPP13416000108553,train
AAAOPP13416000051909,train
AAAOPP13416000199903,validation
AAAOPP13416000045161,train
AAAOPP13416000025669,train
AAAOPP13416000023970,train
AAAOPP13416000040534,train
AAAOPP13416000238526,train
AAAOPP13416000052292,validation
AAAOPP13416000099748,train
AAAOPP13416000013995,train
AAAOPP13416000140366,train
AAAOPP13416000051495,train
AAAOPP13416000037353,train
AAAOPP13416000023657,validation
AAAOPP13416000003876,train
AAAOPP13416000232864,validation
AAAOPP13416000002244,train
AAAOPP13416000193240,train
AAAOPP13416000002689,train
AAAOPP13416000007463,train
AAAOPP13416000149864,validation
AAAOPP13416000014308,train
AAAOPP13416000113409,train
AAAOPP13416000039905,train
AAAOPP13416000005856,train
AAAOPP13416000102668,train
AAAOPP13416000103837,train
AAAOPP13416000199023,validation
AAAOPP13416000219369,train
AAAOPP13416000022717,train
AAAOPP13416000025451,train
AAAOPP13416000107568,train
AAAOPP13416000219688,validation
AAAOPP13416000147455,train
AAAOPP13416000238313,train
AAAOPP13416000002297,train
AAAOPP13416000103526,train
AAAOPP13416000005474,train
AAAOPP13416000198904,train
AAAOPP13416000111043,train
AAAOPP13416000040003,train
AAAOPP13416000007267,train
AAAOPP13416000024235,train
AAAOPP13416000040823,train
AAAOPP13416000198958,train
AAAOPP13416000014676,validation
AAAOPP13416000147244,train
AAAOPP13416000025243,train
AAAOPP13416000105478,validation
AAAOPP13416000051705,validation
AAAOPP13416000007192,train
AAAOPP13416000099792,train
AAAOPP13416000192996,validation
AAAOPP13416000034806,train
AAAOPP13416000048652,validation
AAAOPP13416000105101,train
AAAOPP13416000010965,validation
AAAOPP13416000107388,validation
AAAOPP13416000126994,train
AAAOPP13416000147429,train
AAAOPP13416000232759,validation
AAAOPP13416000126960,train
AAAOPP13416000044786,train
AAAOPP13416000136801,train
AAAOPP13416000039844,train
AAAOPP13416000012280,train
AAAOPP13416000028195,train
AAAOPP13416000009568,train
AAAOPP13416000038312,train
AAAOPP13416000232812,train
AAAOPP13416000007241,train
AAAOPP13416000015899,validation
AAAOPP13416000048715,validation
AAAOPP13416000031445,train
AAAOPP13416000036646,train
AAAOPP13416000045040,train
AAAOPP13416000140411,train
AAAOPP13416000044812,train
AAAOPP13416000045070,train
AAAOPP13416000014868,train
AAAOPP13416000025298,train
AAAOPP13416000052350,train
AAAOPP13416000105473,validation
AAAOPP13416000030525,train
AAAOPP13416000114153,train
AAAOPP13416000021921,train
AAAOPP13416000003247,train
AAAOPP13416000021022,train
AAAOPP13416000108289,train
AAAOPP13416000197019,train
AAAOPP13416000004945,train
AAAOPP13416000102145,train
AAAOPP13416000099799,train
AAAOPP13416000036329,train
AAAOPP13416000102266,validation
AAAOPP13416000037289,validation
AAAOPP13416000010615,train
AAAOPP13416000121243,train
AAAOPP13416000008977,train
AAAOPP13416000005219,train
AAAOPP13416000016871,train
AAAOPP13416000024436,train
AAAOPP13416000112281,train
AAAOPP13416000007440,train
AAAOPP13416000100871,validation
AAAOPP13416000010954,train
AAAOPP13416000048396,train
AAAOPP13416000108616,train
AAAOPP13416000136528,train
AAAOPP13416000034776,train
AAAOPP13416000036589,validation
AAAOPP13416000024415,train
AAAOPP13416000007609,train
AAAOPP13416000044881,train
AAAOPP13416000007394,train
AAAOPP13416000209001,train
AAAOPP13416000029890,train
AAAOPP13416000196629,train
AAAOPP13416000136780,train
AAAOPP13416000107894,train
AAAOPP13416000004682,train
AAAOPP13416000044022,train
AAAOPP13416000038782,validation
AAAOPP13416000122916,validation
AAAOPP13416000005821,validation
AAAOPP13416000040976,validation
AAAOPP13416000037686,train
AAAOPP13416000006379,train
AAAOPP13416000039671,validation
AAAOPP13416000110459,train
AAAOPP13416000143906,train
AAAOPP13416000012086,validation
AAAOPP13416000043735,train
AAAOPP13416000179718,train
AAAOPP13416000006380,validation
AAAOPP13416000147766,train
AAAOPP13416000026684,train
AAAOPP13416000038382,train
AAAOPP13416000113578,validation
AAAOPP13416000026193,train
AAAOPP13416000107925,train
AAAOPP13416000022842,train
AAAOPP13416000032863,train
AAAOPP13416000014053,train
AAAOPP13416000038375,validation
AAAOPP13416000038113,train
AAAOPP13416000038469,train
AAAOPP13416000138173,train
AAAOPP13416000105425,train
AAAOPP13416000218526,train
AAAOPP13416000044649,train
AAAOPP13416000036217,train
AAAOPP13416000124308,train
AAAOPP13416000104043,train
AAAOPP13416000039810,train
AAAOPP13416000006464,validation
AAAOPP13416000036183,train
AAAOPP13416000112325,train
AAAOPP13416000009210,validation
AAAOPP13416000037641,train
AAAOPP13416000238175,train
AAAOPP13416000137424,train
AAAOPP13416000111942,train
AAAOPP13416000007110,train
AAAOPP13416000179201,train
AAAOPP13416000005901,train
AAAOPP13416000012058,train
AAAOPP13416000001566,train
AAAOPP13416000102141,train
AAAOPP13416000041785,train
AAAOPP13416000100042,train
AAAOPP13416000147172,train
AAAOPP13416000009733,train
AAAOPP13416000179107,train
AAAOPP13416000005720,train
AAAOPP13416000039224,train
AAAOPP13416000219390,train
AAAOPP13416000107344,train
AAAOPP13416000122868,validation
AAAOPP13416000050388,train
AAAOPP13416000039201,train
AAAOPP13416000238365,train
AAAOPP13416000046343,train
AAAOPP13416000137029,train
AAAOPP13416000048196,train
AAAOPP13416000038527,train
AAAOPP13416000116208,validation
AAAOPP13416000004830,train
AAAOPP13416000111020,validation
AAAOPP13416000038908,train
AAAOPP13416000011482_cleaned,train
AAAOPP13416000005914,train
AAAOPP13416000017985,train
AAAOPP13416000112613,train
AAAOPP13416000138330,train
AAAOPP13416000111913,train
AAAOPP13416000138968,train
AAAOPP13416000000806,train
AAAOPP13416000036282,train
AAAOPP13416000004276,train
AAAOPP13416000122953,validation
AAAOPP13416000014773,train
AAAOPP13416000168816,train
AAAOPP13416000110345,train
AAAOPP13416000238436,train
AAAOPP13416000134236,train
AAAOPP13416000001063,train
AAAOPP13416000147564,train
AAAOPP13416000193044,train
AAAOPP13416000008987,train
AAAOPP13416000037896,train
AAAOPP13416000006203,train
AAAOPP13416000000716,train
AAAOPP13416000048260,train
AAAOPP13416000199875,train
AAAOPP13416000112997,train
AAAOPP13416000049212,train
AAAOPP13416000232985,train
AAAOPP13416000010581,train
AAAOPP13416000149353,train
AAAOPP13416000008187,train
AAAOPP13416000010658,train
AAAOPP13416000218730,train
AAAOPP13416000000844,validation
AAAOPP13416000179865,train
AAAOPP13416000218507,validation
AAAOPP13416000123196,train
AAAOPP13416000045238,train
AAAOPP13416000000808,validation
AAAOPP13416000140268,train
AAAOPP13416000001605,validation
AAAOPP13416000107338,train
AAAOPP13416000028319,validation
AAAOPP13416000039925,train
AAAOPP13416000108003,validation
AAAOPP13416000006422,train
AAAOPP13416000113481,validation
AAAOPP13416000100471,train
AAAOPP13416000038308,validation
AAAOPP13416000018904,validation
AAAOPP13416000110213,train
AAAOPP13416000101064,train
AAAOPP13416000006229,validation
AAAOPP13416000138610,train
AAAOPP13416000023057,validation
AAAOPP13416000038223,train
AAAOPP13416000102705,train
AAAOPP13416000109788,validation
AAAOPP13416000008600,train
AAAOPP13416000036232,validation
AAAOPP13416000134619,validation
AAAOPP13416000048285,validation
AAAOPP13416000022948,validation
AAAOPP13416000033851,train
AAAOPP13416000005993,train
AAAOPP13416000000613,train
AAAOPP13416000001208,validation
AAAOPP13416000045159,validation
AAAOPP13416000038161,train
AAAOPP13416000038664,train
AAAOPP13416000042213,train
AAAOPP13416000114037,train
AAAOPP13416000100787,train
AAAOPP13416000023939,validation
AAAOPP13416000123199,train
AAAOPP13416000044671,train
AAAOPP13416000005094,train
AAAOPP13416000137800,train
AAAOPP13416000008003,train
AAAOPP13416000103600,validation
AAAOPP13416000108756,train
AAAOPP13416000137843,validation
AAAOPP13416000025664,train
AAAOPP13416000004339,train
AAAOPP13416000111825,train
AAAOPP13416000007239,validation
AAAOPP13416000100121,train
AAAOPP13416000021980,train
AAAOPP13416000218848,train
AAAOPP13416000023145,train
AAAOPP13416000138374,train
AAAOPP13416000137097,train
AAAOPP13416000038495,train
AAAOPP13416000040977,validation
AAAOPP13416000006406,train
AAAOPP13416000003270,train
AAAOPP13416000007036,train
AAAOPP13416000052359,train
AAAOPP13416000038455,train
AAAOPP13416000022704,train
5029286,validation
5023515,train
5354104,train
5153185,train
5080028,train
5153014,train
5076459,train
5188677,train
5198081,validation
5184708,train
5029694,train
5212418,validation
5188362,train
5188602,train
5380667,train
5148282,train
5377303,train
5085109,train
5212817,train
5212554,train
5180536,validation
5280328,validation
5205320,validation
5074776,train
5054064,validation
5026854,train
5196270,train
7010014_cleaned,validation
5028738,train
5153008,train
5076707,validation
5074475,train
5152927,train
5164725,train
5180922,train
5344275,train
5184344,validation
5198118,train
5171576_cleaned,train
5160992,train
5174043,train
5161003,train
5170091,train
5416187,train
5218196,validation
5341935_cleaned,validation
5353592,train
5353346,train
5085567,train
5029705,train
5148305,validation
7107200,train
5061941,train
5166884,train
5029016,train
5027755,train
5196439,train
5351968,train
5420601,validation
5071748,train
5069437,train
5183741,train
5205238,train
5300648,train
5076429_cleaned,train
5029262,train
5349230,train
5160375,validation
5377209,train
5173870,validation
5344715,train
5184251,train
5377361,validation
5178534,train
5349488,train
5025583,train
5205202,validation
5028070,train
5059402,validation
5076129_cleaned,train
5354583,train
5079847,validation
5176850,train
5170103,train
5415171,train
5147786_cleaned,train
5198113,train
5147553_cleaned,train
5173838,train
5420605,train
5153981,validation
5370769,train
5353998,train
5084872,validation
5376800,train
5188319_cleaned,validation
5165427,train
5184470,train
5356437,train
5196188,train
5053960,train
5188713,validation
5032158,train
5265620,train
5165039_cleaned,train
5188520,train
5354137,validation
5353483,train
5024066,train
5085312,train
5307144,validation
5188448,train
5266747,train
5307521,train
5198095,train
5361486,train
5165296_cleaned,validation
5365888,train
5370739_cleaned,train
5162258,train
5180786,train
5184535,train
5174094,validation
5147709,train
5176948,train
5029937,validation
5173983_cleaned,train
5022909,validation
5062454,train
5180714,train
5380962,train
5341467,train
5035499,train
5056906,train
5178613,train
5061843,train
5152908,train
5180619,train
5153121,train
5083412,train
5074640,validation
5583907,train
5369943,train
5378922,train
5359645,train
5149836,train
5074557,train
5022443,train
5030366,train
5024322,train
5184683,train
6983588,train
5171632,validation
5196695,train
5378621,train
5381028,train
5056919,train
5031306,train
5342384,train
5171540,train
5030671,train
5188369,train
5178748,train
5178823,train
5313400,train
5083398,train
5212466,validation
5060439,train
5076514,train
5421071,train
5074764,train
5071958,validation
5029287,train
5301688,validation
5178423,train
5344702,train
5152935,validation
5079773,train
5062010,validation
5299914,train
5071314,train
5344608,validation
5198137,train
5060205,train
5085193,train
5349654,train
5347740,train
5023475,validation
5188757,validation
5079772,train
5176755,train
5298063,train
5161095,train
5164161,train
5344252,train
5308462,train
5376908,train
5176853,train
5056968,train
5149937,train
5062733,train
5174038,train
5030456,validation
5313446,train
5180934,train
5184281,train
5212517,train
5212740,train
5376342,train
5031341,train
5153838,train
5061444,validation
5212659,train
5069957,validation
5176720,train
5025668,train
5352059,train
5377598,train
5176752,train
5268073,train
5161330,validation
5076545,train
5076783,train
5076150,train
5218840,train
5029038,train
5279629,train
5150017_cleaned,train
5176738,validation
5057064,train
5076319,validation
5156968,train
5074440,validation
5150161,train
5030685,train
5059386,train
5154034,train
5180709,train
5198150,validation
5307807,train
5148417,train
5165131,train
5171707,train
5631226,train
5196213,train
5344175,train
5083324,train
5354434,train
5378801,train
5184698,train
5380940,train
5152999_cleaned,train
5212680,validation
5299581,train
5158315,train
5376848,train
5025987,train
5313269,validation
5377382,train
5028809,train
5180859,train
5415646,train
5079819,train
5350706,validation
5380524,train
5342224,train
5356239,train
5164142,train
5379857,validation
5156921,train
5415181,validation
5180925,train
5079677,train
5149974,train
5184777,train
5266832,train
5083287,train
5380483,train
5299216,train
5416181,train
5183745_cleaned,validation
5054135,train
5417916,train
5031073,train
5079683,validation
5150114,train
5212758,train
5165345,validation
5171830,train
5076421,validation
5352429,train
5176937,train
5074590,train
5156913,train
6856850,validation
5027063,train
5062953,train
5176900,train
5313462,train
5196614,train
5212409,train
5184289,validation
5299936_cleaned,train
5184441,train
5076755,train
5076255,train
5377795,validation
5184785,train
5205385,train
5074726,train
5178822_cleaned,train
5176753,train
5212556,train
5381946,train
5062551,train
5196190,validation
5376552,validation
5205589,validation
5180590,train
5024169,validation
5173608_cleaned,train
5032295,validation
5171835,train
5266442,train
5150070,train
5160978,train
5188468,validation
5149931,train
5024232,train
5056984,train
5205338,train
5054059,train
5171637,train
5298042,validation
5164257,train
5212635,train
5196456,train
5035086,train
5171481,train
5353096,train
5183308,validation
5027761,validation
5171692,train
5030718,train
5188751,train
5313448,train
5214944,train
5076296,train
5025717,train
5212694,train
5153043,train
5171738,train
5369882,train
5030622,train
5030773,validation
5352120_cleaned,train
5022232,train
5196330,train
5023519,train
5153915,train
5025141,train
5029961,validation
5031047,validation
5083440,train
5026389,train
5350459,train
5215298,train
5028178_cleaned,train
5347860,train
5344270,train
5053944,train
5027741,train
5076079,train
5031514,train
5267679,train
5184451,train
5174081,train
5299881,train
5354088,train
5165261,train
5148632,train
5341518,validation
5212524,validation
5420544_cleaned,train
5379046,train
5214630,validation
5379738_cleaned,train
5178636,train
5165375,validation
5166198,train
5164150,train
5074563,train
5298855,train
5074693,validation
5420406,train
5188259,validation
5028889,validation
5372090,validation
5353239,train
5170096_cleaned,train
5184687,train
5173677,validation
5370415,train
5178764,train
5299683,validation
5196280,train
5218235,train
5205097,train
5173845,validation
5170129,train
5166364,train
5074788,validation
5178494,train
5349888,train
5071847,validation
5166178_cleaned,validation
5212606,train
5198119,validation
5031146,train
5351458,train
5076519,train
5366769,train
5025575,validation
5027688,train
5352663,train
5341600,train
5356708,train
5054175,train
5173866_cleaned,train
5344464,train
5351836,train
5307655,validation
5218787,train
5214896,train
5165117,train
5173739,train
5023561,train
5307717,train
5299380,train
5196451,train
5074545,train
5368179,train
5370743,train
5188380,train
5219014,train
5359971,train
5184583,train
5076266,train
5032166,train
5022045,train
5149833,train
5061932,train
5301989,train
5171935,train
5188368,validation
5171462,train
5165124_cleaned,train
5212493,train
5025615,validation
5342294,train
5071905,validation
5089330,train
5205629,train
5214897_cleaned,train
5156974,train
5214158,train
5074188,validation
5188315,train
5074653,validation
5028477,validation
5084688,train
5214141,train
5378844,validation
5026392,train
5215670,train
5416071,train
5165195,train
5079828,validation
5205641,train
5060248,train
5024225_cleaned,train
5062801_cleaned,validation
5214231,train
5147697,train
5026054,train
5184544,validation
5057158,validation
5366100,train
5354186,validation
5214639,validation
5153038,validation
5087768,train
5180813,train
5214532,train
5344383,train
5196598,validation
5415855,validation
5062559,train
5307554,train
5079784,train
5024295,validation
5308015,train
5147832,train
5299778,train
5171883,train
5026290,train
5150403,train
5152998,train
5030948,train
5166208,train
5076701,train
5076454,train
5030699,train
5076453,train
5147355,train
5031000,validation
5180611,train
5184506,train
5149962,train
5076756,train
5084922,train
5354360,validation
5028435,train
5156580,train
5171548,train
5161275,validation
5079654_cleaned,train
5174047,train
5299331_cleaned,train
5178758,train
5297972,train
5205634,train
5165385,train
5060930,train
5376652,validation
5023133,train
5027671,train
5030722,train
5149792,train
5076153,validation
5028784,train
5076765,train
5079641,train
5176991,train
5381990,train
5212782,train
5299572,train
5178600,train
5030714_cleaned,validation
5079807,train
5180929,train
5165036,train
5022903,train
5087403,validation
5026051,train
5415781,train
5085291,train
5031583,train
5188333,validation
5028410,train
5184635,train
5369961,train
5076572,train
5218529,train
5267607,train
5184415,train
5031181,validation
5028940,train
5161319,train
5024135,train
5025629,validation
5184293,train
5061998,train
5380274,train
5188511,train
5367081,train
5028266,train
5054148,validation
5074073,train
5171730,validation
5379948,train
5341960,train
5074482,train
5212426,train
5062428,train
5188384,train
5026154,train
5348149_cleaned,train
5341863,train
5023045,train
5184452,train
5171908,train
5022423,validation
5154123,train
5083432,validation
5059139,train
5196209,validation
5416144,validation
5184619,train
5196550,train
5060344_cleaned,train
5156866,train
5178366,train
5165367,train
5025115,train
5366638,train
5027956,train
5369003,validation
5173464,validation
5079589,train
5188439,train
5297630,validation
5171722,validation
7089431,validation
5076563,train
5184486,train
5313319,train
7069512,train
5313049,train
5068475,train
5212530,train
5028845,train
5212586,train
5205511,train
5085319,train
5062301,train
5265694,train
5171938,train
5173483,train
5157868,train
5060131,train
5420591,train
5028551,train
5196183,train
5061406,validation
5149648,train
5218658,validation
5030159,train
5074681,train
5028904,train
5353586,train
5420623,validation
5069889,train
5183796,train
5062339,train
5150126,train
5212698,train
5057138,train
5348772,train
5171639,train
5154399,train
5380952,train
5353742,train
5025771,train
5196476,train
5183581_cleaned,train
5196194,train
5032293,train
5184482,validation
5053875,train
5061145,validation
5188727,validation
5351141,validation
5370806,validation
5164103,validation
5313150,train
5057054,train
5196768,train
5076078,train
5299694,train
5079880,train
5218316,train
5058379,train
5059788,train
5267202,train
5025124,train
5176758,train
5188531,train
5358473,train
5205145,validation
5353489,train
5173587,train
5350989,validation
5161174,train
5173670,validation
5076495_cleaned,train
5026120,train
5173704,train
5188499,train
5313418,train
5348436,train
5076080,train
5196707,train
5154590,train
5349982,train
5216523,train
5173584,validation
5188324,train
5299802,train
5023800_cleaned,train
5176951,train
5415965,train
5061836,train
5188783_cleaned,train
5053863,train
5218951,validation
5352896,validation
5188230,train
5061948,train
5060598,train
5023057,train
5353610,train
5376753,train
5366171,train
5265684,train
5188443,train
5083431,train
5353956,train
5031072,train
5028292,train
5415673,train
5164104,validation
5164183,train
5300480,validation
5266995,train
5053768_cleaned,train
5344319,train
5180712,validation
5054061,train
5368876,train
5378268,train
5030194,train
5178552,train
5378214,train
5156756,train
5057028,validation
5196696,train
5313272,train
5196296,train
5376660,train
5031598,train
5178238,validation
5079735,train
5184401,validation
5344651_cleaned,train
5171699,train
5176704,validation
5266455,validation
5053999,train
5197984,train
5149789,train
5023845,train
5171428,train
5149780,train
5359038,train
5024193,train
5178655,train
5307318,validation
5178574,train
5079959,train
5307927,validation
5184317,train
5157222,train
5267580,validation
5205294,train
5176834,train
5029716,validation
5079930,validation
5356579,train
5064858,validation
5381589,train
5196416,validation
5180725,train
5341818_cleaned,validation
5030888,validation
5180609,train
5030896,train
5353888,train
5184580,validation
5350271,train
5214534,train
5147408,validation
5084442,train
5378349,train
5380827,train
5353576,validation
5178708,train
5060918,train
5299107_cleaned,train
5162352,train
5149939,train
5205479,train
6111973,train
5218776,train
5054046,validation
5352283,train
5025025,train
5205187,train
5170083,train
5031009,train
5149677,train
5180881,train
5201699,train
5060705,validation
5196232,train
5029304,train
5076280,train
5076776,train
5035571,train
5178508,validation
5176754,train
5171454,train
5028594,train
5341542,train
5072940,train
5218078,train
5171472,validation
5368130,train
5377434,train
